epoch,mmsi,lat,lon
1490076516,228008600,15.8809633333,-61.3169433333
1490076525,219500000,15.8625866667,-61.0426566667
1490076527,259917000,15.7201816667,-61.52146
1490076555,219500000,15.8622066667,-61.0434616667
1490076585,219500000,15.86181,-61.0442516667
1490076586,228008600,15.8809516667,-61.3169483333
1490076587,259917000,15.723485,-61.5212533333
1490076597,259917000,15.724035,-61.5212216667
1490076607,259917000,15.724585,-61.5211933333
1490076625,219500000,15.8612966667,-61.04527
1490076645,219500000,15.8610183333,-61.04582
1490076646,228008600,15.8809566667,-61.3169366667
1490076647,259917000,15.7267283333,-61.5210916667
1490076666,219500000,15.8607483333,-61.0463716667
1490076667,259917000,15.7278783333,-61.5210416667
1490076688,259917000,15.7290316667,-61.521
1490076705,219500000,15.8602566667,-61.047395
1490076707,259917000,15.730075,-61.520955
1490076716,219500000,15.8601083333,-61.047685
1490076717,259917000,15.730625,-61.5209316667
1490076726,219500000,15.8599733333,-61.04795
1490076735,219500000,15.8598483333,-61.048185
1490076736,259917000,15.7316666667,-61.52088
1490076748,259917000,15.732325,-61.5208483333
1490076758,259917000,15.7328716667,-61.52082
1490076765,219500000,15.8594366667,-61.0489783333
1490076766,228008600,15.880945,-61.3169466667
1490076776,219500000,15.8592983333,-61.0492466667
1490076776,228008600,15.8809466667,-61.3169466667
1490076777,259917000,15.73386,-61.5207616667
1490076796,219500000,15.8590066667,-61.049815
1490076818,259917000,15.736165,-61.5206183333
1490076836,228008600,15.8809483333,-61.3169466667
1490076846,219500000,15.858355,-61.0511816667
1490076857,228008600,15.88095,-61.31695
1490076896,219500000,15.8577116667,-61.0525083333
1490076896,228008600,15.88095,-61.316945
1490076916,219500000,15.85743,-61.05308
1490076931,538070904,16.2207666667,-61.5301483333
1490076932,477791600,16.2293966667,-61.5440833333
1490076945,219500000,15.8570366667,-61.0538466667
1490076956,228008600,15.88095,-61.316945
1490076965,228008600,15.8809566667,-61.316945
1490076966,219500000,15.8567566667,-61.0544016667
1490077046,228008600,15.8809516667,-61.3169516667
1490077096,219500000,15.8550466667,-61.0578766667
1490077114,219500000,15.8548083333,-61.0583533333
1490077144,219500000,15.85439,-61.0591366667
1490077166,228008600,15.8809516667,-61.3169533333
1490077217,228008600,15.8809533333,-61.316945
1490077225,219500000,15.8533133333,-61.06126
1490077226,228008600,15.8809533333,-61.316945
1490077236,219500000,15.853185,-61.0615216667
1490077264,219500000,15.8528033333,-61.062275
1490077296,219500000,15.8523733333,-61.0630833333
1490077306,219500000,15.8522166667,-61.0633733333
1490077306,228008600,15.88095,-61.3169433333
1490077316,228008600,15.8809516667,-61.316945
1490077327,228008600,15.880945,-61.3169433333
1490077335,219500000,15.8518116667,-61.064145
1490077345,219500000,15.8516766667,-61.0644183333
1490077374,219500000,15.85129,-61.0652066667
1490077384,219500000,15.8511533333,-61.065475
1490077395,219500000,15.8509983333,-61.0657733333
1490077416,219500000,15.8507183333,-61.0663166667
1490077417,228008600,15.8809483333,-61.31695
1490077436,219500000,15.8504283333,-61.0668833333
1490077468,538070904,16.2207833333,-61.53016
1490077476,219500000,15.8499116667,-61.067945
1490077477,259917000,15.7720633333,-61.5186383333
1490077486,219500000,15.849775,-61.068245
1490077496,219500000,15.8496483333,-61.0685183333
1490077528,259917000,15.7747816667,-61.5185316667
1490077536,219500000,15.84914,-61.06957
1490077537,259917000,15.7752633333,-61.5185066667
1490077546,228008600,15.8809416667,-61.316955
1490077547,259917000,15.7757983333,-61.5184766667
1490077556,219500000,15.8488583333,-61.0701266667
1490077576,259917000,15.77745,-61.51842
1490077596,219500000,15.8483633333,-61.07116
1490077606,219500000,15.84824,-61.0714316667
1490077636,259917000,15.7806133333,-61.5183066667
1490077653,477791600,16.2293466667,-61.5440283333
1490077656,219500000,15.84762,-61.072775
1490077666,219500000,15.8474966667,-61.07304
1490077667,259917000,15.78222,-61.5182366667
1490077697,228008600,15.8809516667,-61.3169416667
1490077705,219500000,15.84701,-61.074095
1490077708,259917000,15.7844166667,-61.5181333333
1490077717,259917000,15.7849516667,-61.5181083333
1490077736,219500000,15.846625,-61.074915
1490077754,219500000,15.8463883333,-61.075375
1490077757,259917000,15.7871,-61.5180316667
1490077766,228008600,15.8809533333,-61.3169466667
1490077775,228008600,15.8809533333,-61.31695
1490077777,259917000,15.7881733333,-61.5179933333
1490077787,259917000,15.7887116667,-61.517975
1490077808,259917000,15.7898433333,-61.5179383333
1490077831,538070904,16.22075,-61.530135
1490077834,219500000,15.8453166667,-61.0773783333
1490077846,219500000,15.8451633333,-61.0776766667
1490077865,219500000,15.8449183333,-61.0781633333
1490077867,259917000,15.7930083333,-61.517805
1490077874,219500000,15.8448,-61.078395
1490077877,259917000,15.7935983333,-61.5177783333
1490077906,219500000,15.8443883333,-61.0792166667
1490077925,219500000,15.844135,-61.0797033333
1490077927,259917000,15.79623,-61.5176466667
1490077945,219500000,15.843865,-61.080205
1490077947,259917000,15.7973016667,-61.5175933333
1490077958,259917000,15.7978916667,-61.51756
1490077974,219500000,15.8434883333,-61.0809466667
1490077987,259917000,15.7993916667,-61.5174716667
1490077997,259917000,15.79998,-61.517435
1490078007,259917000,15.8004633333,-61.5174083333
1490078010,538070904,16.220785,-61.5301683333
1490078013,477791600,16.2294433333,-61.5440583333
1490078018,259917000,15.8011066667,-61.517375
1490078027,259917000,15.8015916667,-61.517355
1490078057,228008600,15.880945,-61.3169416667
1490078067,259917000,15.8037583333,-61.5172416667
1490078077,259917000,15.8042866667,-61.5172183333
1490078106,219500000,15.8417866667,-61.0843166667
1490078107,259917000,15.8058133333,-61.5171316667
1490078117,259917000,15.8063916667,-61.5170916667
1490078125,219500000,15.8415333333,-61.0848083333
1490078146,219500000,15.8412583333,-61.085365
1490078147,259917000,15.8079066667,-61.51698
1490078154,219500000,15.8411566667,-61.08558
1490078157,259917000,15.8084783333,-61.5169333333
1490078207,259917000,15.81107,-61.516725
1490078217,259917000,15.81164,-61.5166883333
1490078227,259917000,15.812105,-61.5166583333
1490078248,259917000,15.81319,-61.5165883333
1490078257,259917000,15.8136516667,-61.51656
1490078277,259917000,15.8146766667,-61.5164966667
1490078305,219500000,15.8390383333,-61.0896266667
1490078308,259917000,15.81621,-61.5163983333
1490078317,259917000,15.8167716667,-61.5163566667
1490078325,219500000,15.83871,-61.0901783333
1490078327,259917000,15.8172283333,-61.516325
1490078337,259917000,15.8177883333,-61.5162816667
1490078348,259917000,15.8183,-61.5162366667
1490078365,219500000,15.8380833333,-61.091225
1490078377,259917000,15.8197816667,-61.5161
1490078387,259917000,15.8202916667,-61.5160533333
1490078395,219500000,15.8375716667,-61.0920483333
1490078417,259917000,15.8217716667,-61.5159283333
1490078425,219500000,15.8371216667,-61.092825
1490078445,219500000,15.836815,-61.0933666667
1490078446,228008600,15.88095,-61.3169466667
1490078447,259917000,15.8232816667,-61.51585
1490078468,259917000,15.8244,-61.5157916667
1490078497,228008600,15.880945,-61.3169433333
1490078498,259917000,15.825925,-61.5157116667
1490078505,219500000,15.8358933333,-61.09503
1490078506,228008600,15.8809433333,-61.316945
1490078507,259917000,15.8263883333,-61.5156766667
1490078515,219500000,15.8357466667,-61.095305
1490078517,259917000,15.8269,-61.5156466667
1490078534,219500000,15.8354716667,-61.0958333333
1490078538,259917000,15.8279666667,-61.515585
1490078545,219500000,15.83532,-61.0961066667
1490078548,538070904,16.2207883333,-61.5301566667
1490078553,477791600,16.2293483333,-61.5440816667
1490078558,259917000,15.828985,-61.5155283333
1490078618,259917000,15.8320016667,-61.515375
1490078626,228008600,15.8809566667,-61.3169483333
1490078627,259917000,15.832565,-61.5153433333
1490078637,259917000,15.8330233333,-61.5153166667
1490078646,219500000,15.8337933333,-61.0988533333
1490078658,259917000,15.8340966667,-61.5152483333
1490078666,228008600,15.8809566667,-61.31694
1490078668,259917000,15.834605,-61.5152133333
1490078675,219500000,15.8333616667,-61.099675
1490078686,228008600,15.8809566667,-61.3169416667
1490078714,219500000,15.8327883333,-61.1007316667
1490078718,259917000,15.83711,-61.5150533333
1490078725,219500000,15.8326366667,-61.101
1490078726,228008600,15.88096,-61.3169416667
1490078729,538070904,16.220755,-61.5301466667
1490078736,219500000,15.832455,-61.1013316667
1490078755,219500000,15.83216,-61.1018516667
1490078756,259917000,15.8391016667,-61.5149366667
1490078788,259917000,15.8407333333,-61.514855
1490078796,228008600,15.8809583333,-61.3169383333
1490078806,259917000,15.8416516667,-61.5148033333
1490078815,219500000,15.8311916667,-61.1034533333
1490078816,259917000,15.8421633333,-61.5147783333
1490078828,259917000,15.8427766667,-61.51474
1490078834,219500000,15.830885,-61.10396
1490078848,259917000,15.843805,-61.5146583333
1490078856,219500000,15.8305433333,-61.1045616667
1490078858,259917000,15.8443166667,-61.51462
1490078875,219500000,15.8302616667,-61.1050816667
1490078894,219500000,15.8299916667,-61.1056133333
1490078906,219500000,15.8298216667,-61.1059466667
1490078918,259917000,15.8473283333,-61.5144016667
1490078935,228008600,15.8809533333,-61.3169466667
1490078954,219500000,15.829165,-61.107295
1490078957,259917000,15.8493716667,-61.5142633333
1490078968,259917000,15.8499333333,-61.5142283333
1490079006,219500000,15.8284433333,-61.108745
1490079026,219500000,15.828155,-61.1093016667
1490079046,219500000,15.82786,-61.1098566667
1490079047,259917000,15.85394,-61.51401
1490079076,219500000,15.8274366667,-61.1106683333
1490079087,259917000,15.8561,-61.5138833333
1490079107,259917000,15.85708,-61.5138266667
1490079117,259917000,15.8576483333,-61.5137933333
1490079126,259917000,15.8581116667,-61.5137633333
1490079136,219500000,15.8265483333,-61.1123416667
1490079145,219500000,15.8264,-61.11262
1490079146,228008600,15.88095,-61.3169416667
1490079147,259917000,15.8591416667,-61.5137
1490079156,219500000,15.8262416667,-61.11293
1490079166,219500000,15.8261,-61.1132083333
1490079167,259917000,15.8601166667,-61.5136366667
1490079177,259917000,15.8606833333,-61.5135966667
1490079197,259917000,15.8617133333,-61.5135283333
1490079207,259917000,15.8622283333,-61.513495
1490079286,259917000,15.86637,-61.5132516667
1490079297,259917000,15.8669416667,-61.5132183333
1490079306,219500000,15.823985,-61.1170666667
1490079307,259917000,15.8674083333,-61.51319
1490079317,228008600,15.8809433333,-61.3169533333
1490079324,219500000,15.8237366667,-61.1175733333
1490079327,259917000,15.8684433333,-61.51312
1490079338,259917000,15.86901,-61.5130816667
1490079346,219500000,15.8234216667,-61.1181933333
1490079366,219500000,15.8231266667,-61.1187533333
1490079396,219500000,15.8226716667,-61.1195833333
1490079398,259917000,15.872135,-61.5128633333
1490079407,259917000,15.8725433333,-61.5128316667
1490079416,228008600,15.8809433333,-61.316935
1490079427,259917000,15.8735583333,-61.5127583333
1490079435,219500000,15.82207,-61.1206666667
1490079449,538070904,16.220795,-61.5301566667
1490079453,477791600,16.229345,-61.54407
1490079458,259917000,15.8751333333,-61.5126516667
1490079486,228008600,15.88094,-61.316935
1490079506,228008600,15.88094,-61.3169366667
1490079507,259917000,15.8776116667,-61.5124966667
1490079527,259917000,15.8785683333,-61.5124366667
1490079536,219500000,15.8205466667,-61.1234666667
1490079538,259917000,15.879175,-61.5124
1490079565,219500000,15.8201216667,-61.1242783333
1490079575,219500000,15.8199716667,-61.12456
1490079577,259917000,15.88114,-61.5122766667
1490079596,219500000,15.8196483333,-61.1251483333
1490079598,259917000,15.8821933333,-61.51221
1490079606,228008600,15.88095,-61.3169383333
1490079607,259917000,15.882645,-61.5121816667
1490079631,538070904,16.220765,-61.5301633333
1490079635,219500000,15.8190466667,-61.1262333333
1490079637,259917000,15.8841466667,-61.5120883333
1490079656,219500000,15.8187333333,-61.12682
1490079658,259917000,15.885145,-61.51203
1490079667,259917000,15.885595,-61.512
1490079697,259917000,15.88719,-61.5119033333
1490079707,259917000,15.8876383333,-61.5118733333
1490079718,259917000,15.8881866667,-61.5118366667
1490079736,228008600,15.8809466667,-61.316945
1490079745,219500000,15.8174516667,-61.129365
1490079747,259917000,15.8896316667,-61.51175
1490079757,259917000,15.89013,-61.51172
1490079766,219500000,15.8171283333,-61.129955
1490079767,259917000,15.8906266667,-61.5116883333
1490079776,219500000,15.81697,-61.130235
1490079777,228008600,15.8809533333,-61.3169516667
1490079785,219500000,15.81683,-61.130485
1490079787,259917000,15.89162,-61.51162
1490079798,259917000,15.8921633333,-61.511585
1490079799,210740000,15.789905,-61.8594916667
1490079807,259917000,15.8926116667,-61.511555
1490079811,538070904,16.2207483333,-61.530165
1490079813,477791600,16.229405,-61.5440883333
1490079815,219500000,15.8163783333,-61.1313383333
1490079817,259917000,15.8931066667,-61.511525
1490079826,219500000,15.8162166667,-61.1316516667
1490079836,219500000,15.8160716667,-61.13194
1490079845,219500000,15.8159383333,-61.1321983333
1490079858,259917000,15.8951366667,-61.5114083333
1490079867,228008600,15.8809533333,-61.31695
1490079875,219500000,15.815505,-61.1330633333
1490079925,219500000,15.8147433333,-61.13448
1490079938,259917000,15.899085,-61.5111566667
1490079946,228008600,15.880955,-61.3169466667
1490079946,259917000,15.89948,-61.511125
1490079956,219500000,15.8142466667,-61.13534
1490079965,219500000,15.8141066667,-61.135595
1490079967,259917000,15.9004716667,-61.5110466667
1490079986,219500000,15.8138,-61.1362016667
1490079991,538070904,16.22076,-61.5301516667
1490079994,477791600,16.2293966667,-61.5440716667
1490080038,259917000,15.9040033333,-61.5107916667
1490080046,228008600,15.8809583333,-61.3169416667
1490080066,219500000,15.81265,-61.1385166667
1490080069,210740000,15.7787016667,-61.8491166667
1490080076,219500000,15.812505,-61.1388066667
1490080085,228008600,15.88096,-61.3169483333
1490080096,259917000,15.9068416667,-61.510595
1490080126,219500000,15.8117666667,-61.14026
1490080127,228008600,15.8809583333,-61.3169416667
1490080136,219500000,15.8116183333,-61.1405533333
1490080156,219500000,15.81134,-61.1411083333
1490080156,259917000,15.9098083333,-61.5103916667
1490080171,538070904,16.220785,-61.5301316667
1490080175,219500000,15.8110416667,-61.1416866667
1490080177,259917000,15.9107783333,-61.510325
1490080186,219500000,15.8108716667,-61.1420016667
1490080206,219500000,15.8105566667,-61.1425716667
1490080207,228008600,15.880955,-61.316945
1490080207,259917000,15.9122433333,-61.5102083333
1490080216,259917000,15.9126816667,-61.51017
1490080235,219500000,15.8101016667,-61.1434
1490080256,219500000,15.8097883333,-61.1439716667
1490080305,219500000,15.8090316667,-61.1454233333
1490080317,259917000,15.9175916667,-61.509775
1490080326,219500000,15.808735,-61.1460516667
1490080327,228008600,15.8809566667,-61.3169466667
1490080336,259917000,15.9185583333,-61.5096933333
1490080345,219500000,15.8084716667,-61.1466233333
1490080346,259917000,15.9190416667,-61.5096483333
1490080348,538070904,16.22078,-61.5301566667
1490080355,219500000,15.8083283333,-61.1469183333
1490080377,259917000,15.9204866667,-61.509505
1490080386,219500000,15.807875,-61.1478283333
1490080417,259917000,15.9223716667,-61.5093216667
1490080425,219500000,15.8072533333,-61.1489483333
1490080429,210740000,15.7639466667,-61.835015
1490080446,219500000,15.80693,-61.149555
1490080447,259917000,15.9239166667,-61.5091783333
1490080451,253339000,15.6546583333,-61.572015
1490080457,259917000,15.9243516667,-61.50914
1490080458,210740000,15.7627583333,-61.833905
1490080465,219500000,15.8066433333,-61.1501133333
1490080469,210740000,15.76231,-61.8334766667
1490080495,228008600,15.88095,-61.3169483333
1490080505,219500000,15.8060716667,-61.151315
1490080507,259917000,15.9267583333,-61.50893
1490080513,253339000,15.6578833333,-61.5714883333
1490080516,259917000,15.9272383333,-61.5088883333
1490080526,259917000,15.9276733333,-61.5088516667
1490080535,219500000,15.8056283333,-61.152205
1490080537,259917000,15.9282033333,-61.508805
1490080545,219500000,15.8054733333,-61.152495
1490080557,259917000,15.9291666667,-61.5087133333
1490080565,219500000,15.805155,-61.1530733333
1490080567,259917000,15.9296483333,-61.5086666667
1490080611,253339000,15.6629983333,-61.5706833333
1490080614,219500000,15.8044133333,-61.1545283333
1490080633,253339000,15.664145,-61.5705066667
1490080637,259917000,15.9330183333,-61.5083483333
1490080640,210740000,15.7553866667,-61.8270433333
1490080646,228008600,15.8809533333,-61.3169433333
1490080657,228008600,15.8809533333,-61.3169466667
1490080662,253339000,15.665655,-61.5702633333
1490080665,219500000,15.80373,-61.15609
1490080681,253339000,15.6667016667,-61.5701066667
1490080705,228008600,15.88095,-61.31694
1490080714,477791600,16.2292816667,-61.544035
1490080726,228008600,15.8809583333,-61.316945
1490080745,228008600,15.8809616667,-61.3169466667
1490080765,228008600,15.8809516667,-61.3169483333
1490080786,228008600,15.88096,-61.3169416667
1490080797,259917000,15.9407066667,-61.5075966667
1490080846,219500000,15.80089,-61.1613833333
1490080848,259917000,15.9430816667,-61.5073866667
1490080854,219500000,15.80077,-61.1616216667
1490080857,259917000,15.9435133333,-61.50735
1490080865,219500000,15.8006016667,-61.1619466667
1490080865,228008600,15.88095,-61.31695
1490080867,259917000,15.9439916667,-61.5073116667
1490080887,259917000,15.944955,-61.5072266667
1490080890,210740000,15.745505,-61.8173783333
1490080899,210740000,15.7451366667,-61.8170116667
1490080925,219500000,15.7996516667,-61.1637016667
1490080927,259917000,15.9468916667,-61.50706
1490080947,259917000,15.947865,-61.50697
1490080955,219500000,15.799225,-61.164615
1490080968,259917000,15.94889,-61.5068766667
1490080987,259917000,15.949825,-61.5067916667
1490080997,259917000,15.9503166667,-61.5067433333
1490081007,259917000,15.95081,-61.506695
1490081015,219500000,15.7983633333,-61.1664216667
1490081018,259917000,15.951355,-61.5066433333
1490081028,259917000,15.9518,-61.5066033333
1490081047,259917000,15.952785,-61.5065033333
1490081054,219500000,15.79771,-61.1675333333
1490081066,228008600,15.8809633333,-61.31694
1490081086,219500000,15.79716,-61.1684366667
1490081096,219500000,15.7969933333,-61.168725
1490081105,219500000,15.7968433333,-61.1689883333
1490081107,259917000,15.9557583333,-61.50623
1490081117,259917000,15.956255,-61.5061866667
1490081138,259917000,15.9573066667,-61.5060966667
1490081146,219500000,15.796195,-61.1701966667
1490081148,259917000,15.9578066667,-61.50605
1490081156,219500000,15.7960383333,-61.17049
1490081165,219500000,15.795895,-61.1707516667
1490081167,259917000,15.9587583333,-61.5059633333
1490081172,253339000,15.6932133333,-61.5665283333
1490081174,219500000,15.79575,-61.1710133333
1490081177,259917000,15.9592583333,-61.5059183333
1490081186,219500000,15.7955683333,-61.17133
1490081201,253339000,15.6947833333,-61.5663316667
1490081206,219500000,15.795215,-61.1719316667
1490081208,259917000,15.960815,-61.5057766667
1490081216,219500000,15.7950483333,-61.1722216667
1490081227,259917000,15.96177,-61.50569
1490081236,219500000,15.79472,-61.1728116667
1490081237,259917000,15.9622683333,-61.5056433333
1490081245,219500000,15.7945716667,-61.173075
1490081255,219500000,15.7944116667,-61.1733716667
1490081265,219500000,15.7942583333,-61.1736683333
1490081273,253339000,15.6986783333,-61.56586
1490081286,219500000,15.7939533333,-61.1743083333
1490081296,219500000,15.7938116667,-61.1746116667
1490081296,259917000,15.9652433333,-61.5053966667
1490081305,219500000,15.7936816667,-61.1748833333
1490081325,219500000,15.7933816667,-61.1754866667
1490081328,259917000,15.9668166667,-61.505295
1490081338,259917000,15.967325,-61.5052616667
1490081346,219500000,15.7930616667,-61.1761133333
1490081347,259917000,15.967835,-61.50523
1490081375,219500000,15.7926183333,-61.1769883333
1490081386,228008600,15.88096,-61.3169483333
1490081406,219500000,15.79217,-61.1779416667
1490081407,259917000,15.9708833333,-61.5050316667
1490081416,219500000,15.7920333333,-61.1782533333
1490081425,219500000,15.7919116667,-61.178535
1490081434,477791600,16.2294033333,-61.5440883333
1490081448,259917000,15.9729583333,-61.5048933333
1490081457,228008600,15.88096,-61.3169533333
1490081458,259917000,15.9734666667,-61.5048716667
1490081466,219500000,15.7913233333,-61.1797933333
1490081466,228008600,15.8809616667,-61.316955
1490081467,259917000,15.973925,-61.5048533333
1490081485,219500000,15.791025,-61.1803666667
1490081495,219500000,15.7908633333,-61.1806666667
1490081498,259917000,15.9755033333,-61.5048
1490081506,228008600,15.8809616667,-61.316955
1490081538,259917000,15.9775533333,-61.5047383333
1490081548,259917000,15.978065,-61.50472
1490081566,228008600,15.88096,-61.3169483333
1490081575,219500000,15.7895583333,-61.1829983333
1490081578,259917000,15.9796066667,-61.5046666667
1490081580,210740000,15.71807,-61.791285
1490081586,228008600,15.8809633333,-61.3169483333
1490081598,259917000,15.98058,-61.504635
1490081608,259917000,15.9811466667,-61.50462
1490081610,210740000,15.7168483333,-61.7901533333
1490081615,219500000,15.7889083333,-61.1841883333
1490081618,259917000,15.98166,-61.5046016667
1490081620,210740000,15.716465,-61.7898033333
1490081625,219500000,15.7887516667,-61.1844866667
1490081629,210740000,15.71602,-61.7894466667
1490081638,259917000,15.9826883333,-61.5045633333
1490081649,210740000,15.71522,-61.78866
1490081655,219500000,15.7882916667,-61.1854316667
1490081657,228008600,15.8809566667,-61.3169533333
1490081659,210740000,15.7148183333,-61.788255
1490081677,228008600,15.8809616667,-61.3169466667
1490081680,210740000,15.71399,-61.787485
1490081685,219500000,15.7878833333,-61.186325
1490081689,210740000,15.71367,-61.7872016667
1490081698,259917000,15.9857883333,-61.5044733333
1490081705,219500000,15.787575,-61.186965
1490081715,219500000,15.787425,-61.1872683333
1490081718,259917000,15.9867633333,-61.504455
1490081719,210740000,15.7124566667,-61.7861116667
1490081730,210740000,15.7120783333,-61.7857733333
1490081735,219500000,15.7871416667,-61.1878416667
1490081748,259917000,15.9882933333,-61.504425
1490081749,210740000,15.711295,-61.7850616667
1490081760,210740000,15.7108516667,-61.78466
1490081775,219500000,15.7865433333,-61.18909
1490081785,219500000,15.7864,-61.189395
1490081790,538070904,16.2207583333,-61.5301683333
1490081795,219500000,15.7862733333,-61.1896716667
1490081837,228008600,15.8809566667,-61.3169333333
1490081850,210740000,15.7072966667,-61.781385
1490081858,259917000,15.9938066667,-61.5042866667
1490081859,210740000,15.7069233333,-61.781045
1490081865,219500000,15.7852816667,-61.1918533333
1490081869,210740000,15.7065483333,-61.7807066667
1490081886,259917000,15.9951733333,-61.50423
1490081890,210740000,15.7057266667,-61.779935
1490081898,259917000,15.9957566667,-61.5042083333
1490081899,210740000,15.7053833333,-61.779615
1490081907,228008600,15.8809666667,-61.3169366667
1490081908,259917000,15.996195,-61.50419
1490081910,210740000,15.704885,-61.7791533333
1490081928,259917000,15.9971666667,-61.5041533333
1490081929,210740000,15.7041733333,-61.7784966667
1490081938,259917000,15.9976483333,-61.5041383333
1490081940,210740000,15.7037383333,-61.7780983333
1490081955,219500000,15.7839916667,-61.1945833333
1490081965,219500000,15.783845,-61.1948833333
1490081970,538070904,16.220765,-61.5301533333
1490081978,259917000,15.999635,-61.5040716667
1490081988,259917000,16.0001166667,-61.5040566667
1490082006,259917000,16.000985,-61.5040316667
1490082018,259917000,16.0015633333,-61.504015
1490082019,210740000,15.700585,-61.7752566667
1490082034,219500000,15.7828233333,-61.1969566667
1490082066,228008600,15.8809583333,-61.3169516667
1490082068,259917000,16.0039666667,-61.503945
1490082075,219500000,15.7822166667,-61.1981883333
1490082078,259917000,16.0044016667,-61.5039333333
1490082079,210740000,15.6982483333,-61.7731383333
1490082085,219500000,15.78207,-61.1984883333
1490082094,219500000,15.78194,-61.1987616667
1490082099,210740000,15.6974683333,-61.7724383333
1490082108,259917000,16.0058883333,-61.503895
1490082109,210740000,15.6970066667,-61.77202
1490082115,219500000,15.781635,-61.199405
1490082117,228008600,15.8809666667,-61.3169533333
1490082118,259917000,16.00637,-61.5038766667
1490082125,219500000,15.7814933333,-61.1997133333
1490082138,259917000,16.0073316667,-61.503845
1490082140,210740000,15.695775,-61.770925
1490082150,210740000,15.6953666667,-61.77056
1490082159,210740000,15.695045,-61.770275
1490082169,210740000,15.6946133333,-61.76988
1490082178,259917000,16.0092533333,-61.503765
1490082178,210740000,15.6942283333,-61.769545
1490082195,219500000,15.7804866667,-61.20184
1490082198,259917000,16.0102166667,-61.5037216667
1490082207,259917000,16.0106016667,-61.503705
1490082214,219500000,15.7801983333,-61.2024133333
1490082226,219500000,15.7800183333,-61.2027783333
1490082228,259917000,16.0116166667,-61.503665
1490082228,210740000,15.6921816667,-61.7676783333
1490082235,219500000,15.779885,-61.2030516667
1490082238,259917000,16.0120983333,-61.50365
1490082238,210740000,15.6917733333,-61.7672833333
1490082242,253339000,15.751475,-61.56061
1490082246,228008600,15.880965,-61.3169416667
1490082253,253339000,15.752075,-61.5605633333
